path,x1,y1,x2,y2
3062 Round Brick 1x1 098R.png,149,131,251,263
3062 Round Brick 1x1 167L.png,127,140,269,262
3062 Round Brick 1x1 197R.png,149,142,249,256
3062 Round Brick 1x1 116R.png,146,134,254,269
3062 Round Brick 1x1 217R.png,132,141,262,265
3062 Round Brick 1x1 123R.png,140,141,258,262
3062 Round Brick 1x1 224R.png,141,141,265,266
3062 Round Brick 1x1 034R.png,148,132,251,262
3062 Round Brick 1x1 091L.png,131,142,274,258
3062 Round Brick 1x1 102R.png,137,135,268,258
3062 Round Brick 1x1 197L.png,131,139,274,259
3062 Round Brick 1x1 377L.png,153,133,247,267
3062 Round Brick 1x1 214R.png,143,130,258,265
3062 Round Brick 1x1 359L.png,155,134,245,267
3062 Round Brick 1x1 322L.png,149,130,252,273
3062 Round Brick 1x1 221L.png,139,138,266,267
3062 Round Brick 1x1 311R.png,151,142,248,256
3062 Round Brick 1x1 317L.png,131,140,274,262
3062 Round Brick 1x1 275L.png,152,128,249,267
3062 Round Brick 1x1 151L.png,129,147,266,252
3062 Round Brick 1x1 308R.png,151,137,250,268
3062 Round Brick 1x1 352R.png,142,131,262,264
3062 Round Brick 1x1 112R.png,141,132,257,262
3062 Round Brick 1x1 086L.png,139,136,265,261
3062 Round Brick 1x1 298R.png,132,143,263,258
3062 Round Brick 1x1 147L.png,137,141,269,257
3062 Round Brick 1x1 274L.png,138,136,271,261
3062 Round Brick 1x1 281L.png,128,138,266,269
3062 Round Brick 1x1 162R.png,149,132,250,260
3062 Round Brick 1x1 304R.png,138,152,259,249
3062 Round Brick 1x1 170L.png,134,138,273,259
3062 Round Brick 1x1 322R.png,147,134,253,269
3062 Round Brick 1x1 179R.png,134,156,270,245
3062 Round Brick 1x1 209L.png,134,138,273,268
3062 Round Brick 1x1 074R.png,145,142,253,259
3062 Round Brick 1x1 196L.png,154,149,246,250
3062 Round Brick 1x1 090R.png,153,151,245,250
3062 Round Brick 1x1 183R.png,149,144,252,255
3062 Round Brick 1x1 129L.png,155,128,246,270
3062 Round Brick 1x1 319R.png,151,144,248,259
3062 Round Brick 1x1 291R.png,131,142,263,260
3062 Round Brick 1x1 385R.png,151,131,247,264
3062 Round Brick 1x1 139R.png,155,134,246,270
3062 Round Brick 1x1 289L.png,153,131,248,271
3062 Round Brick 1x1 234L.png,136,135,261,272
3062 Round Brick 1x1 268L.png,142,127,258,269
3062 Round Brick 1x1 320L.png,151,126,249,269
3062 Round Brick 1x1 389R.png,150,135,249,267
3062 Round Brick 1x1 039L.png,145,131,255,274
3062 Round Brick 1x1 218R.png,141,132,264,262
3062 Round Brick 1x1 069R.png,141,136,264,259
3062 Round Brick 1x1 071R.png,142,145,259,253
3062 Round Brick 1x1 351R.png,141,139,266,267
3062 Round Brick 1x1 362R.png,141,137,265,258
3062 Round Brick 1x1 390R.png,142,139,256,268
3062 Round Brick 1x1 041L.png,140,138,260,266
3062 Round Brick 1x1 271R.png,147,135,251,268
3062 Round Brick 1x1 356R.png,148,134,253,269
3062 Round Brick 1x1 289R.png,149,135,251,267
3062 Round Brick 1x1 337L.png,127,145,268,254
3062 Round Brick 1x1 257R.png,146,131,252,266
3062 Round Brick 1x1 247L.png,140,127,263,269
3062 Round Brick 1x1 288R.png,145,155,257,246
3062 Round Brick 1x1 258R.png,152,136,247,265
3062 Round Brick 1x1 002L.png,131,143,263,258
3062 Round Brick 1x1 292L.png,147,134,253,273
3062 Round Brick 1x1 080R.png,130,155,265,244
3062 Round Brick 1x1 028R.png,151,151,250,247
3062 Round Brick 1x1 175R.png,157,136,242,264
3062 Round Brick 1x1 273R.png,155,131,246,266
3062 Round Brick 1x1 262R.png,136,132,258,263
3062 Round Brick 1x1 015L.png,155,127,246,270
3062 Round Brick 1x1 234R.png,142,138,257,267
3062 Round Brick 1x1 045R.png,130,147,265,252
3062 Round Brick 1x1 370R.png,134,147,268,252
3062 Round Brick 1x1 046R.png,132,141,262,265
3062 Round Brick 1x1 127R.png,149,132,251,265
3062 Round Brick 1x1 066R.png,152,133,248,264
3062 Round Brick 1x1 328L.png,145,138,256,269
3062 Round Brick 1x1 253R.png,146,141,253,256
3062 Round Brick 1x1 087R.png,156,130,244,265
3062 Round Brick 1x1 188L.png,128,145,265,255
3062 Round Brick 1x1 224L.png,141,136,258,270
3062 Round Brick 1x1 109L.png,153,133,248,267
3062 Round Brick 1x1 037R.png,155,138,244,262
3062 Round Brick 1x1 196R.png,135,152,264,248
3062 Round Brick 1x1 248R.png,149,134,252,269
3062 Round Brick 1x1 022R.png,150,153,251,245
3062 Round Brick 1x1 141R.png,135,141,269,257
3062 Round Brick 1x1 183L.png,127,142,269,258
3062 Round Brick 1x1 323R.png,137,142,269,262
3062 Round Brick 1x1 306L.png,131,142,273,258
3062 Round Brick 1x1 117L.png,129,138,266,266
3062 Round Brick 1x1 295L.png,146,133,254,273
3062 Round Brick 1x1 240L.png,151,145,248,257
3062 Round Brick 1x1 147R.png,141,145,266,255
3062 Round Brick 1x1 182L.png,132,138,262,260
3062 Round Brick 1x1 274R.png,138,139,258,257
3062 Round Brick 1x1 278R.png,141,138,265,258
3062 Round Brick 1x1 329R.png,143,131,256,263
3062 Round Brick 1x1 171R.png,140,143,267,261
3062 Round Brick 1x1 349L.png,139,151,264,248
3062 Round Brick 1x1 391L.png,137,144,270,257
3062 Round Brick 1x1 370L.png,153,143,249,255
3062 Round Brick 1x1 067R.png,145,135,255,270
3062 Round Brick 1x1 158R.png,138,157,257,244
3062 Round Brick 1x1 278L.png,136,134,262,262
3062 Round Brick 1x1 029R.png,136,143,259,256
3062 Round Brick 1x1 378L.png,143,126,257,268
3062 Round Brick 1x1 178R.png,130,150,265,251
3062 Round Brick 1x1 144L.png,147,127,253,269
3062 Round Brick 1x1 006L.png,147,127,252,269
3062 Round Brick 1x1 016L.png,137,148,260,252
3062 Round Brick 1x1 258L.png,154,132,247,268
3062 Round Brick 1x1 265R.png,133,141,259,265
3062 Round Brick 1x1 254R.png,151,150,248,249
3062 Round Brick 1x1 216L.png,127,139,268,265
3062 Round Brick 1x1 042R.png,149,133,250,264
3062 Round Brick 1x1 302R.png,135,141,269,257
3062 Round Brick 1x1 205L.png,127,141,269,261
3062 Round Brick 1x1 366R.png,132,153,265,247
3062 Round Brick 1x1 376L.png,149,131,251,272
3062 Round Brick 1x1 158L.png,131,155,274,246
3062 Round Brick 1x1 089R.png,135,155,259,244
3062 Round Brick 1x1 014L.png,143,126,256,269
3062 Round Brick 1x1 007L.png,129,139,264,265
3062 Round Brick 1x1 188R.png,136,149,259,252
3062 Round Brick 1x1 148R.png,147,131,253,266
3062 Round Brick 1x1 342L.png,152,139,247,263
3062 Round Brick 1x1 227R.png,135,144,269,257
3062 Round Brick 1x1 225R.png,152,139,247,257
3062 Round Brick 1x1 191R.png,140,147,256,254
3062 Round Brick 1x1 051R.png,148,149,254,249
3062 Round Brick 1x1 007R.png,140,142,257,260
3062 Round Brick 1x1 143L.png,145,139,255,266
3062 Round Brick 1x1 261L.png,127,138,268,266
3062 Round Brick 1x1 199R.png,157,136,243,266
3062 Round Brick 1x1 075L.png,134,127,262,266
3062 Round Brick 1x1 333L.png,130,147,268,253
3062 Round Brick 1x1 004L.png,138,145,265,256
3062 Round Brick 1x1 365R.png,155,138,243,267
3062 Round Brick 1x1 345R.png,139,143,258,257
3062 Round Brick 1x1 332R.png,131,155,265,244
3062 Round Brick 1x1 122R.png,146,131,253,264
3062 Round Brick 1x1 055R.png,130,140,265,257
3062 Round Brick 1x1 203L.png,152,131,250,274
3062 Round Brick 1x1 116L.png,149,130,252,273
3062 Round Brick 1x1 223R.png,142,133,261,259
3062 Round Brick 1x1 263R.png,146,146,252,253
3062 Round Brick 1x1 235R.png,156,135,244,264
3062 Round Brick 1x1 019L.png,144,150,257,248
3062 Round Brick 1x1 348L.png,147,152,251,247
3062 Round Brick 1x1 245R.png,131,152,263,247
3062 Round Brick 1x1 232R.png,143,141,256,262
3062 Round Brick 1x1 259R.png,135,141,259,263
3062 Round Brick 1x1 319L.png,131,140,274,262
3062 Round Brick 1x1 335R.png,137,142,258,263
3062 Round Brick 1x1 063L.png,137,139,270,264
3062 Round Brick 1x1 324R.png,140,140,267,257
3062 Round Brick 1x1 121L.png,133,149,274,250
3062 Round Brick 1x1 132R.png,152,146,246,252
3062 Round Brick 1x1 169R.png,152,135,248,267
3062 Round Brick 1x1 003R.png,144,145,259,257
3062 Round Brick 1x1 017R.png,145,151,257,248
3062 Round Brick 1x1 397R.png,147,135,252,269
3062 Round Brick 1x1 160L.png,155,129,246,269
3062 Round Brick 1x1 367L.png,140,131,262,273
3062 Round Brick 1x1 084R.png,136,148,258,251
3062 Round Brick 1x1 184L.png,130,133,263,262
3062 Round Brick 1x1 048R.png,134,142,260,257
3062 Round Brick 1x1 142R.png,150,150,248,251
3062 Round Brick 1x1 228R.png,144,138,256,267
3062 Round Brick 1x1 257L.png,151,127,250,269
3062 Round Brick 1x1 386R.png,145,139,253,267
3062 Round Brick 1x1 099R.png,146,141,254,266
3062 Round Brick 1x1 321L.png,137,132,261,273
3062 Round Brick 1x1 346L.png,144,131,257,273
3062 Round Brick 1x1 194L.png,128,145,270,254
3062 Round Brick 1x1 269L.png,139,127,266,266
3062 Round Brick 1x1 033L.png,148,147,251,252
3062 Round Brick 1x1 265L.png,142,138,259,269
3062 Round Brick 1x1 381R.png,135,147,269,252
3062 Round Brick 1x1 121R.png,136,152,258,247
3062 Round Brick 1x1 227L.png,145,140,254,260
3062 Round Brick 1x1 326R.png,133,143,259,260
3062 Round Brick 1x1 140L.png,127,147,269,253
3062 Round Brick 1x1 397L.png,152,131,249,273
3062 Round Brick 1x1 127L.png,149,128,252,269
3062 Round Brick 1x1 022L.png,130,152,269,248
3062 Round Brick 1x1 085R.png,142,131,257,263
3062 Round Brick 1x1 071L.png,127,143,268,256
3062 Round Brick 1x1 293R.png,134,132,259,261
3062 Round Brick 1x1 194R.png,149,147,253,251
3062 Round Brick 1x1 038R.png,154,130,247,265
3062 Round Brick 1x1 162L.png,138,129,270,264
3062 Round Brick 1x1 098L.png,139,127,266,267
3062 Round Brick 1x1 063R.png,142,143,262,261
3062 Round Brick 1x1 256L.png,153,146,246,252
3062 Round Brick 1x1 092R.png,154,147,248,251
3062 Round Brick 1x1 277R.png,155,130,245,265
3062 Round Brick 1x1 073L.png,131,147,274,253
3062 Round Brick 1x1 275R.png,141,132,264,263
3062 Round Brick 1x1 251R.png,156,148,243,253
3062 Round Brick 1x1 267R.png,135,149,268,252
3062 Round Brick 1x1 186R.png,145,137,256,269
3062 Round Brick 1x1 097L.png,148,137,251,269
3062 Round Brick 1x1 082R.png,139,131,257,264
3062 Round Brick 1x1 302L.png,150,138,249,261
3062 Round Brick 1x1 279R.png,153,131,246,266
3062 Round Brick 1x1 107L.png,143,131,257,274
3062 Round Brick 1x1 332L.png,144,153,256,248
3062 Round Brick 1x1 075R.png,148,132,253,263
3062 Round Brick 1x1 046L.png,148,138,252,269
3062 Round Brick 1x1 307L.png,153,135,246,261
3062 Round Brick 1x1 120L.png,155,133,246,265
3062 Round Brick 1x1 399L.png,153,131,247,273
3062 Round Brick 1x1 157R.png,151,141,248,267
3062 Round Brick 1x1 192R.png,130,143,265,258
3062 Round Brick 1x1 388L.png,149,131,253,273
3062 Round Brick 1x1 111L.png,128,146,269,255
3062 Round Brick 1x1 252L.png,141,133,261,273
3062 Round Brick 1x1 130R.png,156,142,245,260
3062 Round Brick 1x1 105L.png,137,151,269,248
3062 Round Brick 1x1 297R.png,136,152,265,248
3062 Round Brick 1x1 326L.png,139,140,266,264
3062 Round Brick 1x1 047L.png,127,144,270,255
3062 Round Brick 1x1 008L.png,139,127,265,267
3062 Round Brick 1x1 056R.png,134,145,269,255
3062 Round Brick 1x1 174L.png,128,132,266,262
3062 Round Brick 1x1 048L.png,133,137,262,260
3062 Round Brick 1x1 285L.png,135,140,261,263
3062 Round Brick 1x1 185R.png,140,140,258,258
3062 Round Brick 1x1 223L.png,139,130,265,263
3062 Round Brick 1x1 263L.png,126,143,270,256
3062 Round Brick 1x1 309L.png,147,127,254,269
3062 Round Brick 1x1 104R.png,148,155,252,244
3062 Round Brick 1x1 316L.png,133,133,263,262
3062 Round Brick 1x1 294R.png,134,146,268,253
3062 Round Brick 1x1 081L.png,128,142,265,257
3062 Round Brick 1x1 211R.png,144,137,257,269
3062 Round Brick 1x1 296R.png,154,136,245,266
3062 Round Brick 1x1 220R.png,143,149,260,251
3062 Round Brick 1x1 383R.png,147,131,253,262
3062 Round Brick 1x1 210L.png,127,155,270,246
3062 Round Brick 1x1 134L.png,141,132,260,273
3062 Round Brick 1x1 271L.png,152,131,249,273
3062 Round Brick 1x1 119L.png,131,140,274,259
3062 Round Brick 1x1 294L.png,152,142,247,256
3062 Round Brick 1x1 306R.png,156,145,245,256
3062 Round Brick 1x1 030L.png,144,126,257,270
3062 Round Brick 1x1 299L.png,131,137,263,270
3062 Round Brick 1x1 390L.png,139,135,266,272
3062 Round Brick 1x1 237L.png,127,136,269,261
3062 Round Brick 1x1 245L.png,138,149,269,250
3062 Round Brick 1x1 062L.png,150,130,251,268
3062 Round Brick 1x1 069L.png,136,133,262,262
3062 Round Brick 1x1 113R.png,132,142,263,260
3062 Round Brick 1x1 145R.png,157,141,243,266
3062 Round Brick 1x1 308L.png,132,134,263,272
3062 Round Brick 1x1 011R.png,136,131,258,263
3062 Round Brick 1x1 065R.png,154,135,246,263
3062 Round Brick 1x1 086R.png,141,139,266,257
3062 Round Brick 1x1 313R.png,142,149,263,251
3069 Flat Tile 1x2 202R.png,156,137,243,265
3069 Flat Tile 1x2 362R.png,112,153,288,243
3069 Flat Tile 1x2 109L.png,107,108,296,294
3069 Flat Tile 1x2 335R.png,106,165,295,234
3069 Flat Tile 1x2 296R.png,115,109,284,292
3069 Flat Tile 1x2 368L.png,105,138,294,258
3069 Flat Tile 1x2 281R.png,123,148,277,254
3069 Flat Tile 1x2 290R.png,113,126,287,273
3069 Flat Tile 1x2 199L.png,108,138,292,263
3069 Flat Tile 1x2 373L.png,124,103,276,296
3069 Flat Tile 1x2 204L.png,127,112,276,284
3069 Flat Tile 1x2 184R.png,118,127,278,271
3069 Flat Tile 1x2 213R.png,142,146,254,255
3069 Flat Tile 1x2 017L.png,112,132,286,272
3069 Flat Tile 1x2 065R.png,130,155,269,245
3069 Flat Tile 1x2 398R.png,113,164,289,237
3069 Flat Tile 1x2 356R.png,119,136,279,259
3069 Flat Tile 1x2 392L.png,112,145,286,259
3069 Flat Tile 1x2 203L.png,105,177,297,225
3069 Flat Tile 1x2 095R.png,156,112,243,289
3069 Flat Tile 1x2 147R.png,122,153,278,246
3069 Flat Tile 1x2 349R.png,110,132,285,270
3069 Flat Tile 1x2 186R.png,123,124,279,273
3069 Flat Tile 1x2 057L.png,173,100,229,300
3069 Flat Tile 1x2 339L.png,120,116,281,280
3069 Flat Tile 1x2 386R.png,118,148,286,254
3069 Flat Tile 1x2 012R.png,123,139,277,259
3069 Flat Tile 1x2 299R.png,158,153,241,245
3069 Flat Tile 1x2 005R.png,151,108,248,294
3069 Flat Tile 1x2 202L.png,104,133,299,268
3069 Flat Tile 1x2 286L.png,106,151,293,251
3069 Flat Tile 1x2 317L.png,145,105,256,294
3069 Flat Tile 1x2 039R.png,107,139,289,266
3069 Flat Tile 1x2 111L.png,131,155,275,247
3069 Flat Tile 1x2 051R.png,151,145,244,254
3069 Flat Tile 1x2 026L.png,129,144,271,253
3069 Flat Tile 1x2 080L.png,109,153,290,247
3069 Flat Tile 1x2 037R.png,137,116,267,286
3069 Flat Tile 1x2 247R.png,140,113,256,285
3069 Flat Tile 1x2 382L.png,111,147,288,253
3069 Flat Tile 1x2 141L.png,112,168,290,231
3069 Flat Tile 1x2 143R.png,116,138,285,266
3069 Flat Tile 1x2 100R.png,115,159,287,244
3069 Flat Tile 1x2 169L.png,99,148,300,248
3069 Flat Tile 1x2 344R.png,107,114,295,285
3069 Flat Tile 1x2 268L.png,124,147,283,249
3069 Flat Tile 1x2 207L.png,110,138,291,259
3069 Flat Tile 1x2 076R.png,107,127,289,278
3069 Flat Tile 1x2 134R.png,128,107,271,292
3069 Flat Tile 1x2 382R.png,107,149,291,248
3069 Flat Tile 1x2 097L.png,137,135,266,259
3069 Flat Tile 1x2 383R.png,147,110,254,289
3069 Flat Tile 1x2 338R.png,157,106,242,295
3069 Flat Tile 1x2 379L.png,117,146,282,253
3069 Flat Tile 1x2 301R.png,116,142,287,257
3069 Flat Tile 1x2 242R.png,109,170,290,230
3069 Flat Tile 1x2 211L.png,126,111,276,294
3069 Flat Tile 1x2 016R.png,113,121,286,279
3069 Flat Tile 1x2 270L.png,145,102,255,298
3069 Flat Tile 1x2 164L.png,102,127,299,266
3069 Flat Tile 1x2 345L.png,99,156,301,243
3069 Flat Tile 1x2 112R.png,106,150,292,254
3069 Flat Tile 1x2 095L.png,146,105,255,293
3069 Flat Tile 1x2 201R.png,123,169,273,231
3069 Flat Tile 1x2 310R.png,114,127,291,271
3069 Flat Tile 1x2 207R.png,111,143,291,257
3069 Flat Tile 1x2 191R.png,108,113,288,287
3069 Flat Tile 1x2 211R.png,139,114,265,288
3069 Flat Tile 1x2 127L.png,101,150,301,245
3069 Flat Tile 1x2 122L.png,114,107,280,290
3069 Flat Tile 1x2 143L.png,126,136,270,271
3069 Flat Tile 1x2 209L.png,140,128,260,278
3069 Flat Tile 1x2 388L.png,112,120,282,285
3069 Flat Tile 1x2 295R.png,141,105,260,293
3069 Flat Tile 1x2 047L.png,107,111,292,294
3069 Flat Tile 1x2 236R.png,155,113,247,285
3069 Flat Tile 1x2 277L.png,110,139,291,262
3069 Flat Tile 1x2 331R.png,127,115,272,288
3069 Flat Tile 1x2 248L.png,113,105,287,296
3069 Flat Tile 1x2 272L.png,123,108,280,293
3069 Flat Tile 1x2 030L.png,122,131,278,269
3069 Flat Tile 1x2 205R.png,152,118,250,276
3069 Flat Tile 1x2 093L.png,107,134,289,263
3069 Flat Tile 1x2 023L.png,104,150,300,256
3069 Flat Tile 1x2 001L.png,146,106,255,296
3069 Flat Tile 1x2 361L.png,116,133,285,270
3069 Flat Tile 1x2 313L.png,130,128,275,274
3069 Flat Tile 1x2 118R.png,143,112,259,288
3069 Flat Tile 1x2 099R.png,107,176,290,224
3069 Flat Tile 1x2 380R.png,109,127,290,274
3069 Flat Tile 1x2 367R.png,119,141,284,258
3069 Flat Tile 1x2 013L.png,99,130,300,269
3069 Flat Tile 1x2 341L.png,166,99,235,301
3069 Flat Tile 1x2 118L.png,151,107,252,294
3069 Flat Tile 1x2 004R.png,157,108,242,295
3069 Flat Tile 1x2 222L.png,148,109,251,292
3069 Flat Tile 1x2 059R.png,171,109,227,290
3069 Flat Tile 1x2 261L.png,160,101,240,298
3069 Flat Tile 1x2 163L.png,113,133,289,271
3069 Flat Tile 1x2 172R.png,104,126,295,272
3069 Flat Tile 1x2 152R.png,128,160,269,237
3069 Flat Tile 1x2 324R.png,110,162,286,237
3069 Flat Tile 1x2 103R.png,114,125,280,270
3069 Flat Tile 1x2 358L.png,105,178,297,223
3069 Flat Tile 1x2 125R.png,107,144,293,253
3069 Flat Tile 1x2 161R.png,176,107,223,294
3069 Flat Tile 1x2 396L.png,104,159,297,238
3069 Flat Tile 1x2 333L.png,109,127,293,280
3069 Flat Tile 1x2 278L.png,123,137,276,270
3069 Flat Tile 1x2 107R.png,110,148,286,253
3069 Flat Tile 1x2 019L.png,166,105,236,294
3069 Flat Tile 1x2 252L.png,123,144,279,260
3069 Flat Tile 1x2 054L.png,165,102,234,295
3069 Flat Tile 1x2 068R.png,120,142,285,263
3069 Flat Tile 1x2 156R.png,116,128,288,275
3069 Flat Tile 1x2 307L.png,134,104,267,293
3069 Flat Tile 1x2 338L.png,117,100,285,300
3069 Flat Tile 1x2 001R.png,173,109,228,289
3069 Flat Tile 1x2 036L.png,133,102,268,295
3069 Flat Tile 1x2 391L.png,111,157,293,243
3069 Flat Tile 1x2 232R.png,137,134,257,260
3069 Flat Tile 1x2 021R.png,108,142,290,259
3069 Flat Tile 1x2 275R.png,167,124,234,278
3069 Flat Tile 1x2 369R.png,137,106,264,294
3069 Flat Tile 1x2 129L.png,166,133,239,272
3069 Flat Tile 1x2 336L.png,118,150,282,249
3069 Flat Tile 1x2 203R.png,110,178,288,223
3069 Flat Tile 1x2 201L.png,99,167,300,233
3069 Flat Tile 1x2 189L.png,136,110,267,294
3069 Flat Tile 1x2 119R.png,134,145,266,260
3069 Flat Tile 1x2 056L.png,127,112,268,286
3069 Flat Tile 1x2 000R.png,125,127,277,277
3069 Flat Tile 1x2 197R.png,111,154,284,247
3069 Flat Tile 1x2 032L.png,181,103,220,295
3069 Flat Tile 1x2 109R.png,151,113,248,290
3069 Flat Tile 1x2 125L.png,137,142,257,258
3069 Flat Tile 1x2 276R.png,104,127,294,272
3069 Flat Tile 1x2 006R.png,131,157,274,243
3069 Flat Tile 1x2 264R.png,105,164,293,240
3069 Flat Tile 1x2 240L.png,106,151,296,249
3069 Flat Tile 1x2 006L.png,100,153,301,243
3069 Flat Tile 1x2 353R.png,122,106,279,295
3069 Flat Tile 1x2 043L.png,125,152,281,248
3069 Flat Tile 1x2 380L.png,127,123,279,279
3069 Flat Tile 1x2 133L.png,128,119,267,279
3069 Flat Tile 1x2 038L.png,137,116,258,285
3069 Flat Tile 1x2 243L.png,110,122,289,284
3069 Flat Tile 1x2 398L.png,148,164,257,240
3069 Flat Tile 1x2 000L.png,114,124,290,283
3069 Flat Tile 1x2 127R.png,126,153,274,242
3069 Flat Tile 1x2 313R.png,114,131,284,269
3069 Flat Tile 1x2 067R.png,113,157,282,240
3069 Flat Tile 1x2 158R.png,105,150,293,254
3069 Flat Tile 1x2 054R.png,140,109,257,290
3069 Flat Tile 1x2 316L.png,134,136,266,266
3069 Flat Tile 1x2 347R.png,108,134,288,271
3069 Flat Tile 1x2 206R.png,111,156,287,245
3069 Flat Tile 1x2 193R.png,122,109,275,290
3069 Flat Tile 1x2 106L.png,104,153,295,245
3069 Flat Tile 1x2 094R.png,107,164,289,236
3069 Flat Tile 1x2 336R.png,123,153,271,246
3069 Flat Tile 1x2 397L.png,141,112,261,282
3069 Flat Tile 1x2 309R.png,124,119,270,281
3069 Flat Tile 1x2 147L.png,118,151,289,249
3069 Flat Tile 1x2 142R.png,131,111,273,285
